window,discipline,topic,topic_keywords,N,N_rel
1993-1997,Economics,3,"sports, football, league, leagues, transfer, soccer, revenue, duopsony, talent, game",2,0.06666666666666667
1993-1997,Economics,4,"moral, norms, morality, trust, guilt, social, economic, theory, markets, ethics",2,0.06666666666666667
1993-1997,Engineering and Technology,2,"games, stochastic, game, agents, nash, equilibrium, players, control, time, dynamics",5,0.8333333333333334
1993-1997,Engineering and Technology,5,"supply, chain, manufacturer, product, supplier, retailer, advertising, retailers, model, products",1,0.16666666666666666
1993-1997,Geoscience,0,"evolutionary, government, carbon, game, green, enterprises, model, innovation, energy, development",1,0.5
1993-1997,Geoscience,2,"water, cooperative, river, basin, resources, ecological, game, compensation, allocation, decision",1,0.5
1993-1997,Humanities,1,"social, capital, individuals, putnam, theory, game, action, al, et, trust",1,1
1993-1997,Management and OR,0,"supply, chain, model, retailer, channel, price, manufacturer, game, product, market",12,0.6666666666666666
1993-1997,Management and OR,2,"innovation, strategic, game, firms, theory, firm, research, technology, model, alliances",2,0.1111111111111111
1993-1997,Management and OR,3,"projects, game, project, government, evolutionary, public, construction, ppp, design, supervision",3,0.16666666666666666
1993-1997,Management and OR,5,"traffic, bus, congestion, lane, game, passengers, vehicles, route, transportation, driver",1,0.05555555555555555
1993-1997,Mathematics,0,"games, game, strategies, equilibrium, player, players, mml, theory, strategy, nash",8,0.8
1993-1997,Mathematics,1,"evolutionary, government, enterprises, game, innovation, model, mechanism, public, strategy, construction",1,0.1
1993-1997,Mathematics,7,"fuzzy, design, method, optimization, game, multiobjective, based, variables, atanassov, function",1,0.1
1993-1997,Other Professional Fields,1,"game, tourism, tscs, hotels, chains, supply, competition, sectors, profits, information",1,0.2
1993-1997,Other Professional Fields,2,"game, play, video, group, groups, theory, students, research, experiment, games",2,0.4
1993-1997,Other Professional Fields,4,"outsourcing, information, security, theory, strategic, relational, motivations, decision, core, case",2,0.4
1993-1997,Other Social Sciences,2,"gt, lt, li, game, social, learning, theory, behavior, evolutionary, evolution",4,0.4444444444444444
1993-1997,Other Social Sciences,3,"theory, game, analysis, political, institutions, european, coopetition, economic, institutional, equilibrium",3,0.3333333333333333
1993-1997,Other Social Sciences,5,"location, pricing, firms, market, delivered, production, firm, areas, shown, paper",2,0.2222222222222222
1993-1997,Political Science,0,"game, political, policy, theory, theoretic, model, party, voting, legislative, preferences",10,0.5882352941176471
1993-1997,Political Science,1,"game, cooperation, international, theory, model, strategic, strategies, protection, states, social",6,0.35294117647058826
1993-1997,Political Science,6,"rationality, peace, war, models, rapoport, value, machines, theory, systems, field",1,0.058823529411764705
1993-1997,Psychology,1,"game, theory, social, cooperation, behavior, decision, strategies, model, individuals, information",6,1
1993-1997,Sociology,0,"game, theory, power, games, violence, micro, exchange, social, network, conflict",7,0.875
1993-1997,Sociology,2,"commitment, game, strategy, social, actors, model, average, information, performance, interactions",1,0.125
1994-1998,Biology,0,"game, evolutionary, theory, cooperation, population, model, strategies, selection, strategy, evolution",8,0.8888888888888888
1994-1998,Biology,4,"plant, plants, height, water, growth, root, leaf, hydraulic, soil, trees",1,0.1111111111111111
1994-1998,Computer Science,0,"game, edge, cloud, users, computing, problem, mobile, proposed, equilibrium, nash",1,0.25
1994-1998,Computer Science,2,"games, fuzzy, game, cooperative, theory, player, players, based, strategies, set",3,0.75
1994-1998,Economics,0,"games, game, equilibrium, players, repeated, equilibria, theory, model, player, payoffs",25,0.7142857142857143
1994-1998,Economics,1,"firms, firm, market, product, equilibrium, model, competition, game, price, competitive",3,0.08571428571428572
1994-1998,Economics,2,"countries, international, trade, game, climate, environmental, power, market, global, model",2,0.05714285714285714
1994-1998,Economics,3,"sports, football, league, leagues, transfer, soccer, revenue, duopsony, talent, game",1,0.02857142857142857
1994-1998,Economics,4,"moral, norms, morality, trust, guilt, social, economic, theory, markets, ethics",3,0.08571428571428572
1994-1998,Economics,6,"inflation, bank, fiscal, central, monetary, targeting, policy, macroprudential, target, account",1,0.02857142857142857
1994-1998,Engineering and Technology,1,"energy, market, power, game, electricity, based, demand, proposed, model, carbon",1,0.125
1994-1998,Engineering and Technology,2,"games, stochastic, game, agents, nash, equilibrium, players, control, time, dynamics",6,0.75
1994-1998,Engineering and Technology,5,"supply, chain, manufacturer, product, supplier, retailer, advertising, retailers, model, products",1,0.125
1994-1998,Geoscience,0,"evolutionary, government, carbon, game, green, enterprises, model, innovation, energy, development",1,1
1994-1998,Humanities,1,"social, capital, individuals, putnam, theory, game, action, al, et, trust",1,1
1994-1998,Management and OR,0,"supply, chain, model, retailer, channel, price, manufacturer, game, product, market",12,0.6666666666666666
1994-1998,Management and OR,1,"game, games, equilibrium, mml, players, model, stochastic, nash, problem, equilibria",2,0.1111111111111111
1994-1998,Management and OR,2,"innovation, strategic, game, firms, theory, firm, research, technology, model, alliances",1,0.05555555555555555
1994-1998,Management and OR,3,"projects, game, project, government, evolutionary, public, construction, ppp, design, supervision",3,0.16666666666666666
1994-1998,Mathematics,0,"games, game, strategies, equilibrium, player, players, mml, theory, strategy, nash",13,0.8666666666666667
1994-1998,Mathematics,1,"evolutionary, government, enterprises, game, innovation, model, mechanism, public, strategy, construction",1,0.06666666666666667
1994-1998,Mathematics,7,"fuzzy, design, method, optimization, game, multiobjective, based, variables, atanassov, function",1,0.06666666666666667
1994-1998,Medicine,3,"game, theory, patient, knowledge, cooperation, strategy, care, medical, decision, management",1,1
1994-1998,Other Professional Fields,1,"game, tourism, tscs, hotels, chains, supply, competition, sectors, profits, information",1,0.2
1994-1998,Other Professional Fields,2,"game, play, video, group, groups, theory, students, research, experiment, games",2,0.4
1994-1998,Other Professional Fields,4,"outsourcing, information, security, theory, strategic, relational, motivations, decision, core, case",2,0.4
1994-1998,Other Social Sciences,2,"gt, lt, li, game, social, learning, theory, behavior, evolutionary, evolution",5,0.625
1994-1998,Other Social Sciences,3,"theory, game, analysis, political, institutions, european, coopetition, economic, institutional, equilibrium",2,0.25
1994-1998,Other Social Sciences,5,"location, pricing, firms, market, delivered, production, firm, areas, shown, paper",1,0.125
1994-1998,Political Science,0,"game, political, policy, theory, theoretic, model, party, voting, legislative, preferences",14,0.6363636363636364
1994-1998,Political Science,1,"game, cooperation, international, theory, model, strategic, strategies, protection, states, social",5,0.22727272727272727
1994-1998,Political Science,5,"sanctions, sender, economic, target, coercion, senders, secondary, sanction, model, success",2,0.09090909090909091
1994-1998,Political Science,6,"rationality, peace, war, models, rapoport, value, machines, theory, systems, field",1,0.045454545454545456
1994-1998,Psychology,1,"game, theory, social, cooperation, behavior, decision, strategies, model, individuals, information",7,1
1994-1998,Sociology,0,"game, theory, power, games, violence, micro, exchange, social, network, conflict",5,0.7142857142857143
1994-1998,Sociology,2,"commitment, game, strategy, social, actors, model, average, information, performance, interactions",2,0.2857142857142857
1995-1999,Biology,0,"game, evolutionary, theory, cooperation, population, model, strategies, selection, strategy, evolution",15,0.8823529411764706
1995-1999,Biology,2,"vaccination, disease, game, host, model, epidemic, evolutionary, dynamics, vaccine, control",1,0.058823529411764705
1995-1999,Biology,4,"plant, plants, height, water, growth, root, leaf, hydraulic, soil, trees",1,0.058823529411764705
1995-1999,Computer Science,2,"games, fuzzy, game, cooperative, theory, player, players, based, strategies, set",2,1
1995-1999,Economics,0,"games, game, equilibrium, players, repeated, equilibria, theory, model, player, payoffs",24,0.7741935483870968
1995-1999,Economics,1,"firms, firm, market, product, equilibrium, model, competition, game, price, competitive",2,0.06451612903225806
1995-1999,Economics,2,"countries, international, trade, game, climate, environmental, power, market, global, model",1,0.03225806451612903
1995-1999,Economics,3,"sports, football, league, leagues, transfer, soccer, revenue, duopsony, talent, game",1,0.03225806451612903
1995-1999,Economics,4,"moral, norms, morality, trust, guilt, social, economic, theory, markets, ethics",2,0.06451612903225806
1995-1999,Economics,6,"inflation, bank, fiscal, central, monetary, targeting, policy, macroprudential, target, account",1,0.03225806451612903
1995-1999,Engineering and Technology,1,"energy, market, power, game, electricity, based, demand, proposed, model, carbon",1,0.1
1995-1999,Engineering and Technology,2,"games, stochastic, game, agents, nash, equilibrium, players, control, time, dynamics",7,0.7
1995-1999,Engineering and Technology,5,"supply, chain, manufacturer, product, supplier, retailer, advertising, retailers, model, products",2,0.2
1995-1999,Geoscience,0,"evolutionary, government, carbon, game, green, enterprises, model, innovation, energy, development",1,0.5
1995-1999,Geoscience,2,"water, cooperative, river, basin, resources, ecological, game, compensation, allocation, decision",1,0.5
1995-1999,Humanities,1,"social, capital, individuals, putnam, theory, game, action, al, et, trust",1,1
